text,x_distance,y_distance,digit_ratio,special_chars,pattern_score,character_count,horizontal_score,vertical_score,alignment_score,normalized_distance,is_integer,is_valid
+1-443-470-7200 or 855-291-4527,0.0723503828048706,-0.29140669107437134,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.2482806102314784,1,0
989-415-7500,0.046443283557891846,-0.25325947999954224,0.8333333333333334,2,0.5,12,0.009615986012577541,0.0,0,-0.18338293571838457,1,0
(989) 415-0324,0.5109784416854382,-0.24688249826431274,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.069731613255124,1,0
+1-443-470-7200 or 855-291-4527,0.07257556915283203,-0.23660507798194885,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.3067384542643809,1,0
989-415-7500,0.046586692333221436,-0.1983826458454132,0.8333333333333334,2,0.5,12,0.00947906844041945,0.0,0,-0.2348336819905387,1,0
(989) 415-1301,0.5108948908746243,-0.1919611394405365,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.6614634286243795,1,0
+1-443-470-7200 or 855-291-4527,0.07223588228225708,-0.1816098690032959,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.3977552565505274,1,0
269-760-7323,0.0468938946723938,-0.1437479853630066,0.8333333333333334,2,0.5,12,0.009192296641622877,0.0,0,-0.3262252391169936,1,0
+1-443-470-7200 or 855-291-4527,0.0727720856666565,-0.12675881385803223,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.5741033507264544,1,0
2697607323,0.042420804500579834,-0.08891481161117554,1.0,0,0.5,10,0.014377648726206763,0.0,0,-0.47710028095621515,1,0
(269) 760-4919,0.510555487126112,-0.08241134881973267,0.7142857142857143,3,0.6,14,0.0,0.0,0,-6.195283655975286,1,0
+1-443-470-7200 or 855-291-4527,0.0718235969543457,-0.07184064388275146,0.6774193548387096,6,0.2,31,0.0,0.0,0,-0.9997766285084605,1,0
51984316512,0.024077236652374268,0.03319340944290161,1.0,0,0.5,11,0.09001997712411364,1.0,0,0.7253401116772394,1,0
800-543-8917 I 303-449-3711,0.14802151918411255,0.2776169180870056,0.7407407407407407,4,0.4,27,0.0,1.0,0,0.5331843139091711,1,0
9189065174,0.07745325565338135,-0.4842187613248825,1.0,0,0.5,10,0.0,0.0,0,-0.15995542055594822,1,0
(918) 906-1913,0.5456694066524506,-0.4780217409133911,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.14151826468826,1,0
+1-443-470-7200 or 855-291-4527,0.03745192289352417,-0.4674926847219467,0.6774193548387096,6,0.2,31,0.02363108460481289,0.0,0,-0.08011248994899173,1,0
9189065174,0.07749414443969727,-0.4293355643749237,1.0,0,0.5,10,0.0,0.0,0,-0.18049826608421907,1,0
918065115,0.5462482012808323,-0.4228697717189789,1.0,0,0.1,9,0.0,0.0,0,-1.2917676542070273,1,0
+1-443-470-7200 or 855-291-4527,0.03733009099960327,-0.41255635023117065,0.6774193548387096,6,0.2,31,0.02392074751022971,0.0,0,-0.09048504880299281,1,0
2312334266,0.07770854234695435,-0.3744802474975586,1.0,0,0.5,10,0.0,0.0,0,-0.20751094450824265,1,0
(231) 920-3768,0.5458292104303837,-0.3681051433086395,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.4828119170957803,1,0
+1-443-470-7200 or 855-291-4527,0.037500739097595215,-0.3577488362789154,0.6774193548387096,6,0.2,31,0.023516007729301458,0.0,0,-0.10482450288911893,1,0
231-920-3768,0.0818556547164917,-0.31958502531051636,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.2561318721640062,1,0
+1-443-470-7200 or 855-291-4527,0.03734695911407471,-0.30292487144470215,0.6774193548387096,6,0.2,31,0.023880431731622964,0.0,0,-0.12328826690336381,1,0
989-415-7500,0.08144670724868774,-0.26477766036987305,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.307605312095533,1,0
(989) 415-0324,0.545981865376234,-0.25840067863464355,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.112935543345658,1,0
+1-443-470-7200 or 855-291-4527,0.03757214546203613,-0.24812325835227966,0.6774193548387096,6,0.2,31,0.02334868656823696,0.0,0,-0.15142593700195914,1,0
989-415-7500,0.08159011602401733,-0.20990082621574402,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.3887097835905568,1,0
(989) 415-1301,0.5458983145654202,-0.2034793198108673,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.6828328200902756,1,0
+1-443-470-7200 or 855-291-4527,0.03723245859146118,-0.1931280493736267,0.6774193548387096,6,0.2,31,0.0241554353212178,0.0,0,-0.19278738380883492,1,0
269-760-7323,0.0818973183631897,-0.1552661657333374,0.8333333333333334,2,0.5,12,0.0,0.0,0,-0.5274674327391988,1,0
+1-443-470-7200 or 855-291-4527,0.037768661975860596,-0.13827699422836304,0.6774193548387096,6,0.2,31,0.022894325415334565,0.0,0,-0.27313968839367436,1,0
2697607323,0.07742422819137573,-0.10043299198150635,1.0,0,0.5,10,0.0,0.0,0,-0.770912003872558,1,0
(269) 760-4919,0.5455589108169079,-0.09392952919006348,0.7142857142857143,3,0.6,14,0.0,0.0,0,-5.80823436203259,1,0
+1-443-470-7200 or 855-291-4527,0.036820173263549805,-0.08335882425308228,0.6774193548387096,6,0.2,31,0.025172143152626333,0.0,0,-0.4417122638873138,1,0
51984316512,0.01092618703842163,0.0216752290725708,1.0,0,0.5,11,0.3353371940979879,1.0,1,0.5040630915018184,1,0
800-543-8917 I 303-449-3711,0.18302494287490845,0.2660987377166748,0.7407407407407407,4,0.4,27,0.0,1.0,0,0.6878057996050382,1,0
9189065174,0.23192590475082397,-0.4784388393163681,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.48475660930627695,1,0
(918) 906-1913,0.7001420557498932,-0.4722418189048767,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.4825953787169814,1,0
+1-443-470-7200 or 855-291-4527,0.11702072620391846,-0.4617127627134323,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.253449739976733,1,0
9189065174,0.2319667935371399,-0.4235556423664093,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.5476667478867335,1,0
918065115,0.7007208503782749,-0.4170898497104645,1.0,0,0.1,9,0.0,0.0,0,-1.6800277707368647,1,0
+1-443-470-7200 or 855-291-4527,0.11714255809783936,-0.40677642822265625,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.2879784519179933,1,0
2312334266,0.23218119144439697,-0.3687003254890442,1.0,0,0.30000000000000004,10,0.0,0.0,0,-0.629730448072914,1,0
(231) 920-3768,0.7003018595278263,-0.3623252213001251,0.7142857142857143,3,0.6,14,0.0,0.0,0,-1.932804428627318,1,0
+1-443-470-7200 or 855-291-4527,0.11697190999984741,-0.351968914270401,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.3323368558816506,1,0
231-920-3768,0.23632830381393433,-0.31380510330200195,0.8333333333333334,2,0.30000000000000004,12,0.0,0.0,0,-0.753107755211519,1,0
+1-443-470-7200 or 855-291-4527,0.11712568998336792,-0.29714494943618774,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.39417154616678773,1,0
989-415-7500,0.23591935634613037,-0.25899773836135864,0.8333333333333334,2,0.30000000000000004,12,0.0,0.0,0,-0.9108970168457096,1,0
(989) 415-0324,0.7004545144736767,-0.25262075662612915,0.7142857142857143,3,0.6,14,0.0,0.0,0,-2.7727622092136346,1,0
+1-443-470-7200 or 855-291-4527,0.1169005036354065,-0.24234333634376526,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.48237755482220757,1,0
989-415-7500,0.23606276512145996,-0.20412090420722961,0.8333333333333334,2,0.30000000000000004,12,0.0,0.0,0,-1.1564906716877588,1,0
(989) 415-1301,0.7003709636628628,-0.1976993978023529,0.7142857142857143,3,0.6,14,0.0,0.0,0,-3.542623366948335,1,0
+1-443-470-7200 or 855-291-4527,0.11724019050598145,-0.1873481273651123,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.625791236593115,1,0
269-760-7323,0.23636996746063232,-0.149486243724823,0.8333333333333334,2,0.30000000000000004,12,0.0,0.0,0,-1.5812260900865198,1,0
+1-443-470-7200 or 855-291-4527,0.11670398712158203,-0.13249707221984863,0.6774193548387096,6,0.1,31,0.0,0.0,0,-0.8808109188922745,1,0
2697607323,0.23189687728881836,-0.09465306997299194,1.0,0,0.30000000000000004,10,0.0,0.0,0,-2.4499926663514904,1,0
(269) 760-4919,0.7000315599143505,-0.08814960718154907,0.7142857142857143,3,0.6,14,0.0,0.0,0,-7.941493147731532,1,0
+1-443-470-7200 or 855-291-4527,0.11765247583389282,-0.07757890224456787,0.6774193548387096,6,0.1,31,0.0,0.0,0,-1.5165720189621528,1,0
51984316512,0.16539883613586426,0.027455151081085205,1.0,0,0.4,11,0.0,1.0,0,6.024108610394741,1,0
800-543-8917 I 303-449-3711,0.3374975919723511,0.2718786597251892,0.7407407407407407,4,0.30000000000000004,27,0.0,1.0,0,1.2413491774761203,1,0
+51 1 2611923,0.2010297179222107,0.027156036347150803,0.7692307692307693,1,0.5,13,0.0,1.0,0,7.402491028565488,1,0
800-543-8917 I 303-449-3711,0.03272145986557007,0.9172712825238705,0.7407407407407407,4,0.30000000000000004,27,0.03792495324572983,0.0,0,0.035672570172443366,1,0
+51 1 2611923,0.019868969917297363,0.03291119635105133,0.7692307692307693,1,0.7,13,0.13712025125932012,1.0,1,0.603696262181016,1,1
800-543-8917 I 303-449-3711,0.14843928813934326,0.923026442527771,0.7407407407407407,4,0.2,27,0.0,0.0,0,0.160817849286076,1,0
+51 1 2611923,0.014846086502075195,0.021372046321630478,0.7692307692307693,1,0.7,13,0.22659099966769622,1.0,1,0.6946172426085229,1,1
800-543-8917 I 303-449-3711,0.18315434455871582,0.9114872924983501,0.7407407407407407,4,0.2,27,0.0,0.0,0,0.2009398760972537,1,0
+51 1 2611923,0.16967499256134033,0.027211345732212067,0.7692307692307693,1,0.6000000000000001,13,0.0,1.0,0,6.235221109971823,1,0
800-543-8917 I 303-449-3711,0.33798325061798096,0.9173265919089317,0.7407407407407407,4,0.1,27,0.0,0.0,0,0.3684433495722588,1,0
800-543-8917 I 303-449-3711,0.3728506825864315,0.7830665707588196,0.7407407407407407,4,0.2,27,0.0,0.0,0,0.4761411358474803,1,0
800-543-8917 I 303-449-3711,0.37278471514582634,0.30759769678115845,0.7407407407407407,4,0.30000000000000004,27,0.0,1.0,0,1.2119190329699108,1,0
800-543-8917 303-449-3711,0.372980248183012,0.7469619959592819,0.8,4,0.2,25,0.0,0.0,0,0.49932894962757124,1,0
800-543-8917 303-449-3711,0.3729585260152817,0.4027864933013916,0.8,4,0.2,25,0.0,1.0,0,0.9259436606593195,1,0
800-543-8917 I 303-449-3711,0.37293803691864014,0.7853801250457764,0.7407407407407407,4,0.2,27,0.0,0.0,0,0.4748497576853572,1,0
+51-979771365,0.00016616284847259521,0.1022263765335083,0.8461538461538461,2,0.5,13,0.9835210041510034,1.0,1,0.001625424168232763,1,0
+51-988747961,0.0002887547016143799,0.17014861106872559,0.8461538461538461,2,0.5,13,0.9715374423346221,1.0,1,0.001697063541906941,1,0
800-543-8917 303-449-3711,0.3730120100080967,0.7557260394096375,0.8,4,0.2,25,0.0,0.0,0,0.49358034125586936,1,0
800-543-8917 303-449-3711,0.373081311583519,0.3809307813644409,0.8,4,0.30000000000000004,25,0.0,1.0,0,0.9793914024374583,1,0
13125052580,0.46884286031126976,0.1750984787940979,1.0,0,0.2,11,0.0,1.0,0,2.6775799879027002,1,0
(585) 314-7820,0.0030377432703971863,0.1815418154001236,0.7142857142857143,3,1.0,14,0.7380274004870065,1.0,1,0.016732930266074954,1,1
+1-443-470-7200 or 855-291-4527,0.5861764512956142,0.19199512898921967,0.6774193548387096,6,0.2,31,0.0,1.0,0,3.0530639048901205,1,0
585 335 3680,0.4682801924645901,0.22458159923553467,0.8333333333333334,0,0.5,12,0.0,1.0,0,2.085113424007857,1,0
(585) 519-6815,0.003104422241449356,0.23631292581558228,0.7142857142857143,3,1.0,14,0.7331226799778949,1.0,1,0.013136856961498009,1,1
5853353680,0.4716271720826626,0.23580563068389893,1.0,0,0.5,10,0.0,1.0,0,2.000058992042863,1,0
+1-443-470-7200 or 855-291-4527,0.5856684409081936,0.24694281816482544,0.6774193548387096,6,0.2,31,0.0,1.0,0,2.3716667429078244,1,0
2159008738,0.47140663489699364,0.29066166281700134,1.0,0,0.5,10,0.0,1.0,0,1.6218341576048492,1,0
(215) 900-8657,0.0031881183385849,0.2967444956302643,0.7142857142857143,3,1.0,14,0.7270123355426747,1.0,1,0.010743611564561698,1,1
+1-443-470-7200 or 855-291-4527,0.5865102969110012,0.31282883882522583,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.8748540711894088,1,0
317-263-4432,0.46762871369719505,0.35671764612197876,0.8333333333333334,2,0.5,12,0.0,1.0,0,1.3109174941679136,1,0
(512) 971-1588,0.0031051263213157654,0.3627151548862457,0.7142857142857143,3,1.0,14,0.7330710641031432,1.0,1,0.008560761023422264,1,1
+1-443-470-7200 or 855-291-4527,0.5865054093301296,0.3788115978240967,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.548273243020487,1,0
317-263-4432,0.46721315011382103,0.42267048358917236,0.8333333333333334,2,0.4,12,0.0,1.0,0,1.1053812907992209,1,0
(512) 971-1588,0.0033406317234039307,0.4287095069885254,0.7142857142857143,3,0.9,14,0.7160085488627017,1.0,1,0.0077922786331274686,1,1
+1-443-470-7200 or 855-291-4527,0.5860310755670071,0.4450687766075134,0.6774193548387096,6,0.1,31,0.0,1.0,0,1.3167173022485437,1,0
317-263-4432,0.4672962985932827,0.4888145625591278,0.8333333333333334,2,0.4,12,0.0,1.0,0,0.9559767208450077,1,0
(512) 971-1588,0.0032097920775413513,0.494955450296402,0.7142857142857143,3,0.9,14,0.7254383343255395,1.0,1,0.006484998984494868,1,1
+1-443-470-7200 or 855-291-4527,0.5869744382798672,0.5110740959644318,0.6774193548387096,6,0.1,31,0.0,1.0,0,1.1485091778385492,1,0
3177477006,0.4716154895722866,0.5488608181476593,1.0,0,0.4,10,0.0,1.0,0,0.8592608812978292,1,0
5745752819,0.47163503989577293,0.5603304803371429,1.0,0,0.4,10,0.0,1.0,0,0.8417071973396841,1,0
(512) 944-2468,0.003130868077278137,0.5667528212070465,0.7142857142857143,3,0.9,14,0.7311864371806249,1.0,1,0.005524211677320775,1,1
+1-443-470-7200 or 855-291-4527,0.585929449647665,0.5772039592266083,0.6774193548387096,6,0.1,31,0.0,1.0,0,1.0151150649030227,1,0
2144607250,0.47177934274077415,0.6098176538944244,1.0,0,0.4,10,0.0,1.0,0,0.773638752648671,1,0
(214) 477-4941,0.0031547024846076965,0.6216295063495636,0.7142857142857143,3,0.9,14,0.7294457728520242,1.0,1,0.00507488363647601,1,1
+1-443-470-7200 or 855-291-4527,0.5866764150559902,0.6319647133350372,0.6774193548387096,6,0.1,31,0.0,1.0,0,0.928335830056279,1,0
(909) 510-1582,0.0030694082379341125,0.6764289438724518,0.7142857142857143,3,0.9,14,0.7356941352072744,1.0,1,0.0045376587268775356,1,1
6263737843,0.47159355506300926,0.6757945716381073,1.0,0,0.4,10,0.0,1.0,0,0.6978346335118492,1,0
+1-443-470-7200 or 855-291-4527,0.5864226184785366,0.6867513954639435,0.6774193548387096,6,0.1,31,0.0,1.0,0,0.8539069136881161,1,0
2544248532,0.47153114899992943,0.7193358838558197,1.0,0,0.4,10,0.0,0.0,0,0.6555080930542702,1,0
1250755823,0.6497618518769741,0.7192963063716888,1.0,0,0.30000000000000004,10,0.0,0.0,0,0.9033286321542499,1,0
(254) 242-5995,0.0033054202795028687,0.725538581609726,0.7142857142857143,3,0.9,14,0.7185341622630503,0.0,1,0.004555809721875219,1,1
18008261300,0.6462052427232265,0.7306471765041351,1.0,0,0.1,11,0.0,0.0,0,0.8844273666911278,1,0
2544248532,0.47139668092131615,0.7629433572292328,1.0,0,0.4,10,0.0,0.0,0,0.617865086037567,1,0
1250755823,0.6497526727616787,0.7629795372486115,1.0,0,0.30000000000000004,10,0.0,0.0,0,0.8515979648770013,1,0
(254) 730-1425,0.0031983405351638794,0.7690450251102448,0.7142857142857143,3,0.9,14,0.7262695489519563,0.0,1,0.004158841513686244,1,1
18008261300,0.6459377370774746,0.7740974724292755,1.0,0,0.1,11,0.0,0.0,0,0.8344387181780543,1,0
5187962049,0.4716019593179226,0.8120910227298737,1.0,0,0.30000000000000004,10,0.0,0.0,0,0.5807247776337185,1,0
(352) 359-6016,0.003256961703300476,0.8183763325214386,0.7142857142857143,3,0.8,14,0.7220245265827667,0.0,1,0.0039797799546398786,1,1
+1-443-470-7200 or 855-291-4527,0.5864013992249966,0.8290314376354218,0.6774193548387096,6,0.0,31,0.0,0.0,0,0.7073322738704158,1,0
800-543-8917 303-449-3711,0.36616843566298485,0.9257588088512421,0.8,4,0.1,25,0.0,0.0,0,0.39553287166069173,1,0
13125052580,0.15988904237747192,0.04940080642700195,1.0,0,0.30000000000000004,11,0.0,1.0,0,3.236501940748467,1,0
(585) 314-7820,0.30591607466340065,0.05584414303302765,0.7142857142857143,3,0.8,14,0.0,1.0,0,5.477935198097305,1,1
+1-443-470-7200 or 855-291-4527,0.2772226333618164,0.06629745662212372,0.6774193548387096,6,0.2,31,0.0,1.0,0,4.181434191475696,1,0
585 335 3680,0.15932637453079224,0.09888392686843872,0.8333333333333334,0,0.6000000000000001,12,0.0,1.0,0,1.6112301396831463,1,0
(585) 519-6815,0.3058493956923485,0.11061525344848633,0.7142857142857143,3,0.8,14,0.0,1.0,0,2.764958911167441,1,1
5853353680,0.16267335414886475,0.11010795831680298,1.0,0,0.6000000000000001,10,0.0,1.0,0,1.4773852794140936,1,0
+1-443-470-7200 or 855-291-4527,0.27671462297439575,0.12124514579772949,0.6774193548387096,6,0.2,31,0.0,1.0,0,2.2822550040974385,1,0
2159008738,0.1624528169631958,0.1649639904499054,1.0,0,0.6000000000000001,10,0.0,1.0,0,0.9847714749665477,1,0
(215) 900-8657,0.30576569959521294,0.17104682326316833,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.78760357052175,1,1
+1-443-470-7200 or 855-291-4527,0.27755647897720337,0.18713116645812988,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.4832109531490172,1,0
317-263-4432,0.15867489576339722,0.2310199737548828,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,0.6868419485226219,1,0
(512) 971-1588,0.30584869161248207,0.23701748251914978,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.290400176230017,1,1
+1-443-470-7200 or 855-291-4527,0.2775515913963318,0.25311392545700073,0.6774193548387096,6,0.2,31,0.0,1.0,0,1.0965437573276666,1,0
317-263-4432,0.1582593321800232,0.2969728112220764,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,0.532906694798341,1,0
(512) 971-1588,0.3056131862103939,0.30301183462142944,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.008581654939512,1,1
+1-443-470-7200 or 855-291-4527,0.27707725763320923,0.3193711042404175,0.6774193548387096,6,0.2,31,0.0,1.0,0,0.8675687511662902,1,0
317-263-4432,0.15834248065948486,0.36311689019203186,0.8333333333333334,2,0.6000000000000001,12,0.0,1.0,0,0.43606356210030517,1,0
(512) 971-1588,0.3057440258562565,0.36925777792930603,0.7142857142857143,3,0.8,14,0.0,1.0,0,0.827993927648189,1,1
+1-443-470-7200 or 855-291-4527,0.27802062034606934,0.3853764235973358,0.6774193548387096,6,0.2,31,0.0,1.0,0,0.721424254049093,1,0
3177477006,0.16266167163848877,0.42316314578056335,1.0,0,0.5,10,0.0,1.0,0,0.38439379437131915,1,0
5745752819,0.1626812219619751,0.434632807970047,1.0,0,0.5,10,0.0,1.0,0,0.37429490982713975,1,0
(512) 944-2468,0.3058229498565197,0.44105514883995056,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.6933877935063003,1,1
+1-443-470-7200 or 855-291-4527,0.2769756317138672,0.45150628685951233,0.6774193548387096,6,0.1,31,0.0,1.0,0,0.6134466480937414,1,0
2144607250,0.16282552480697632,0.4841199815273285,1.0,0,0.5,10,0.0,1.0,0,0.33633230332898695,1,0
(214) 477-4941,0.30579911544919014,0.49593183398246765,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.6166139736978997,1,1
+1-443-470-7200 or 855-291-4527,0.2777225971221924,0.5062670409679413,0.6774193548387096,6,0.1,31,0.0,1.0,0,0.5485682971242081,1,0
(909) 510-1582,0.3058844096958637,0.5507312715053558,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.5554139924645564,1,1
6263737843,0.16263973712921143,0.5500968992710114,1.0,0,0.5,10,0.0,1.0,0,0.2956559865884623,1,0
+1-443-470-7200 or 855-291-4527,0.27746880054473877,0.5610537230968475,0.6774193548387096,6,0.1,31,0.0,1.0,0,0.4945485513662505,1,0
2544248532,0.1625773310661316,0.5936382114887238,1.0,0,0.5,10,0.0,1.0,0,0.2738655532177893,1,0
1250755823,0.34080803394317627,0.5935986340045929,1.0,0,0.30000000000000004,10,0.0,1.0,0,0.5741378774848425,1,0
(254) 242-5995,0.30564839765429497,0.59984090924263,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.5095482542061983,1,1
18008261300,0.3372514247894287,0.6049495041370392,1.0,0,0.1,11,0.0,1.0,0,0.5574859802299318,1,0
2544248532,0.1624428629875183,0.6372456848621368,1.0,0,0.5,10,0.0,1.0,0,0.25491362583182603,1,0
1250755823,0.34079885482788086,0.6372818648815155,1.0,0,0.30000000000000004,10,0.0,1.0,0,0.5347685833216975,1,0
(254) 730-1425,0.30575547739863396,0.6433473527431488,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.4752564860000569,1,1
18008261300,0.33698391914367676,0.6483998000621796,1.0,0,0.1,11,0.0,1.0,0,0.5197154585734025,1,0
5187962049,0.16264814138412476,0.6863933503627777,1.0,0,0.5,10,0.0,1.0,0,0.23696019831480383,1,0
(352) 359-6016,0.30569685623049736,0.6926786601543427,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.4413250075256751,1,1
+1-443-470-7200 or 855-291-4527,0.27744758129119873,0.7033337652683258,0.6774193548387096,6,0.1,31,0.0,0.0,0,0.3944744309423565,1,0
800-543-8917 303-449-3711,0.05721461772918701,0.8000611364841461,0.8,4,0.30000000000000004,25,0.0,0.0,0,0.07151271772541977,1,0
13125052580,0.024170279502868652,0.04981137812137604,1.0,0,0.4,11,0.08918629004226218,1.0,0,0.4852263717257947,1,0
(585) 314-7820,0.4416348375380039,0.05625471472740173,0.7142857142857143,3,0.8,14,0.0,1.0,0,7.850488429096199,1,1
+1-443-470-7200 or 855-291-4527,0.14150387048721313,0.0667080283164978,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,2.1212101878602514,1,0
585 335 3680,0.023607611656188965,0.0992944985628128,0.8333333333333334,0,0.7,12,0.09434838111400691,1.0,0,0.23775107631143172,1,1
(585) 519-6815,0.44156815856695175,0.11102582514286041,0.7142857142857143,3,0.8,14,0.0,1.0,0,3.977130373662196,1,1
5853353680,0.026954591274261475,0.11051853001117706,1.0,0,0.7,10,0.06751137833213454,1.0,0,0.24388984708436148,1,1
+1-443-470-7200 or 855-291-4527,0.14099586009979248,0.12165571749210358,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,1.1589648562476145,1,0
2159008738,0.02673405408859253,0.16537456214427948,1.0,0,0.7,10,0.06901679426475775,1.0,0,0.1616566180755824,1,1
(215) 900-8657,0.4414844624698162,0.17145739495754242,0.7142857142857143,3,0.8,14,0.0,1.0,0,2.57487807802668,1,1
+1-443-470-7200 or 855-291-4527,0.1418377161026001,0.18754173815250397,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.7562954316432239,1,0
317-263-4432,0.022956132888793945,0.2314305454492569,0.8333333333333334,2,0.7,12,0.10069961637181808,1.0,0,0.09919189211752141,1,1
(512) 971-1588,0.44156745448708534,0.23742805421352386,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.8597869411970804,1,1
+1-443-470-7200 or 855-291-4527,0.14183282852172852,0.2535244971513748,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.559442068412721,1,0
317-263-4432,0.022540569305419922,0.2973833829164505,0.8333333333333334,2,0.7,12,0.10497249342321778,1.0,0,0.07579607605606058,1,1
(512) 971-1588,0.4413319490849972,0.30342240631580353,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.454508584040014,1,1
+1-443-470-7200 or 855-291-4527,0.14135849475860596,0.31978167593479156,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.44204550589047875,1,0
317-263-4432,0.022623717784881592,0.36352746188640594,0.8333333333333334,2,0.7,12,0.10410328179101375,1.0,0,0.06223369049973031,1,1
(512) 971-1588,0.44146278873085976,0.3696683496236801,0.7142857142857143,3,0.8,14,0.0,1.0,0,1.1942098775034087,1,1
+1-443-470-7200 or 855-291-4527,0.14230185747146606,0.3857869952917099,0.6774193548387096,6,0.30000000000000004,31,0.0,1.0,0,0.36886025280249035,1,0
3177477006,0.026942908763885498,0.42357371747493744,1.0,0,0.6,10,0.067590294657985,1.0,0,0.06360839694234038,1,0
5745752819,0.026962459087371826,0.4350433796644211,1.0,0,0.6,10,0.06745828253151137,1.0,0,0.06197634160489507,1,0
(512) 944-2468,0.44154171273112297,0.44146572053432465,0.7142857142857143,3,0.7,14,0.0,1.0,0,1.0001698705549256,1,1
+1-443-470-7200 or 855-291-4527,0.14125686883926392,0.4519168585538864,0.6774193548387096,6,0.2,31,0.0,1.0,0,0.31257199990121776,1,0
2144607250,0.027106761932373047,0.4845305532217026,1.0,0,0.6,10,0.06649183018441097,1.0,0,0.055944265656461926,1,0
(214) 477-4941,0.4415178783237934,0.49634240567684174,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.8895411388043221,1,1
+1-443-470-7200 or 855-291-4527,0.1420038342475891,0.5066776126623154,0.6774193548387096,6,0.2,31,0.0,1.0,0,0.2802641175269618,1,0
(909) 510-1582,0.441603172570467,0.5511418431997299,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.8012499445818503,1,1
6263737843,0.026920974254608154,0.5505074709653854,1.0,0,0.6,10,0.06773871336758018,1.0,0,0.04890201636207134,1,0
+1-443-470-7200 or 855-291-4527,0.1417500376701355,0.5614642947912216,0.6774193548387096,6,0.2,31,0.0,1.0,0,0.25246446928272676,1,0
2544248532,0.02685856819152832,0.5940487831830978,1.0,0,0.6,10,0.06816276580544404,1.0,0,0.04521265549094558,1,0
1250755823,0.205089271068573,0.594009205698967,1.0,0,0.30000000000000004,10,0.0,1.0,0,0.34526220105468747,1,0
(254) 242-5995,0.44136716052889824,0.6002514809370041,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.7353025177670516,1,1
18008261300,0.20153266191482544,0.6053600758314133,1.0,0,0.1,11,0.0,1.0,0,0.332913148798074,1,0
2544248532,0.02672410011291504,0.6376562565565109,1.0,0,0.6,10,0.06908552761673324,1.0,0,0.041909818853518646,1,0
1250755823,0.2050800919532776,0.6376924365758896,1.0,0,0.30000000000000004,10,0.0,1.0,0,0.3215966798317074,1,0
(254) 730-1425,0.44147424027323723,0.6437579244375229,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.6857757205602553,1,1
18008261300,0.2012651562690735,0.6488103717565536,1.0,0,0.1,11,0.0,1.0,0,0.31020596282734697,1,0
5187962049,0.026929378509521484,0.6868039220571518,1.0,0,0.6,10,0.0676818079418506,1.0,0,0.039209646938553215,1,0
(352) 359-6016,0.44141561910510063,0.6930892318487167,0.7142857142857143,3,0.7,14,0.0,1.0,0,0.6368804505117451,1,1
